"","Station","hour","minutezone","bikesout","bikesin","bikediff"
"15366","University Ave SE & Bedford Street SE",22,"45_59",0.0230414746543779,-0.115207373271889,-0.0921658986175115
"15367","University Ave SE & Bedford Street SE",23,"0_14",0.00460829493087558,-0.0829493087557604,-0.0783410138248848
"15368","University Ave SE & Bedford Street SE",23,"15_29",0.00921658986175115,-0.0276497695852535,-0.0184331797235023
"15369","University Ave SE & Bedford Street SE",23,"30_44",0.0138248847926267,-0.0552995391705069,-0.0414746543778802
"15370","University Ave SE & Bedford Street SE",23,"45_59",0.00921658986175115,-0.0230414746543779,-0.0138248847926267
"15371","University of St. Thomas",0,"0_14",0.00460829493087558,-0.0138248847926267,-0.00921658986175115
"15372","University of St. Thomas",0,"15_29",0,-0.0138248847926267,-0.0138248847926267
"15373","University of St. Thomas",0,"30_44",0,-0.00460829493087558,-0.00460829493087558
"15374","University of St. Thomas",0,"45_59",0,-0.0276497695852535,-0.0276497695852535
"15375","University of St. Thomas",1,"0_14",0,-0.0230414746543779,-0.0230414746543779
"15376","University of St. Thomas",1,"15_29",0,-0.00921658986175115,-0.00921658986175115
"15377","University of St. Thomas",1,"30_44",0,-0.0138248847926267,-0.0138248847926267
"15378","University of St. Thomas",1,"45_59",0,-0.00921658986175115,-0.00921658986175115
"15379","University of St. Thomas",2,"0_14",0.00921658986175115,-0.00921658986175115,0
"15380","University of St. Thomas",2,"15_29",0,-0.00921658986175115,-0.00921658986175115
"15381","University of St. Thomas",2,"30_44",0,-0.0368663594470046,-0.0368663594470046
"15382","University of St. Thomas",2,"45_59",0.00921658986175115,-0.0184331797235023,-0.00921658986175115
"15383","University of St. Thomas",3,"0_14",0,-0.00460829493087558,-0.00460829493087558
"15384","University of St. Thomas",3,"15_29",0,-0.0276497695852535,-0.0276497695852535
"15385","University of St. Thomas",3,"45_59",0.00921658986175115,-0.00921658986175115,0
"15386","University of St. Thomas",4,"15_29",0,-0.00921658986175115,-0.00921658986175115
"15387","University of St. Thomas",4,"45_59",0.00460829493087558,-0.00460829493087558,0
"15388","University of St. Thomas",5,"15_29",0.00921658986175115,-0.00460829493087558,0.00460829493087558
"15389","University of St. Thomas",5,"45_59",0.00460829493087558,-0.00921658986175115,-0.00460829493087558
"15390","University of St. Thomas",6,"0_14",0,-0.00921658986175115,-0.00921658986175115
"15391","University of St. Thomas",6,"15_29",0.0414746543778802,-0.00460829493087558,0.0368663594470046
"15392","University of St. Thomas",6,"30_44",0.0276497695852535,0,0.0276497695852535
"15393","University of St. Thomas",7,"0_14",0.00460829493087558,0,0.00460829493087558
"15394","University of St. Thomas",7,"15_29",0.0230414746543779,-0.0184331797235023,0.00460829493087558
"15395","University of St. Thomas",7,"30_44",0.0184331797235023,-0.00460829493087558,0.0138248847926267
"15396","University of St. Thomas",7,"45_59",0.0414746543778802,-0.0138248847926267,0.0276497695852535
"15397","University of St. Thomas",8,"0_14",0.032258064516129,-0.00460829493087558,0.0276497695852535
"15398","University of St. Thomas",8,"15_29",0.0276497695852535,-0.00921658986175115,0.0184331797235023
"15399","University of St. Thomas",8,"30_44",0.0414746543778802,-0.0138248847926267,0.0276497695852535
"15400","University of St. Thomas",8,"45_59",0.0276497695852535,-0.0368663594470046,-0.00921658986175115
"15401","University of St. Thomas",9,"0_14",0.00921658986175115,-0.00921658986175115,0
"15402","University of St. Thomas",9,"15_29",0.032258064516129,-0.0138248847926267,0.0184331797235023
"15403","University of St. Thomas",9,"30_44",0.0368663594470046,-0.0138248847926267,0.0230414746543779
"15404","University of St. Thomas",9,"45_59",0.032258064516129,-0.0230414746543779,0.00921658986175115
"15405","University of St. Thomas",10,"0_14",0.0138248847926267,-0.00921658986175115,0.00460829493087558
"15406","University of St. Thomas",10,"15_29",0.0368663594470046,-0.0184331797235023,0.0184331797235023
"15407","University of St. Thomas",10,"30_44",0.0276497695852535,-0.0230414746543779,0.00460829493087558
"15408","University of St. Thomas",10,"45_59",0.0414746543778802,-0.0368663594470046,0.00460829493087558
"15409","University of St. Thomas",11,"0_14",0.0276497695852535,-0.0138248847926267,0.0138248847926267
"15410","University of St. Thomas",11,"15_29",0.0368663594470046,-0.0276497695852535,0.00921658986175115
