"","Stationnumber","date","weekday","RidesOut","RidesIn","Rideoutminusin","Name","Latitude","Longitude","Total.docks"
"27048","30005",2017-06-08,"Thu",16,14,2,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"27049","30012",2017-06-08,"Thu",11,7,4,"Mpls Convention Center",44.970041,-93.275861,19
"27050","30059",2017-06-08,"Thu",3,2,1,"Glenwood Ave & N Morgan Ave",44.981147,-93.304427,15
"27051","30123",2017-06-08,"Thu",3,2,1,"Minnesota Dept. of Transportation",44.95385,-93.10445,15
"27052","30138",2017-06-08,"Thu",1,6,-5,"University Ave & Western Ave",44.95562,-93.11665,15
"27053","30167",2017-06-08,"Thu",2,3,-1,"E 38th Street & 42nd Ave S",44.9342,-93.2125,15
"27054","30113",2017-06-08,"Thu",5,1,4,"U of M St. Paul Student Center",44.984527,-93.185029,15
"27055","30112",2017-06-08,"Thu",4,6,-2,"Central Ave NE & 22nd Ave NE",45.00994,-93.247114,15
"27056","30128",2017-06-08,"Thu",3,5,-2,"Wells Fargo Place",44.94813,-93.09663,15
"27057","30129",2017-06-08,"Thu",4,4,0,"Shepard Road & Sibley Street",44.94638658,-93.08343261,15
"27058","30175",2017-06-08,"Thu",3,4,-1,"18th Ave Trail & 2nd Street NE",45.006321,-93.266553,15
"27059","30102",2017-06-08,"Thu",8,6,2,"Como Park Conservatory",44.98025511,-93.15167874,19
"27060","30062",2017-06-08,"Thu",5,5,0,"Minneapolis Farmers Market",44.98052,-93.28542,15
"27061","30081",2017-06-08,"Thu",6,4,2,"East Lake Street & 36th Ave S",44.94826,-93.22106,15
"27062","30028",2017-06-08,"Thu",15,13,2,"Washington & Marquette",44.98087361,-93.26692522,19
"27063","30069",2017-06-08,"Thu",3,3,0,"Farview Park",45.005994,-93.287559,15
"27064","30100",2017-06-08,"Thu",8,9,-1,"Lake Como Pavilion",44.981914,-93.143383,23
"27065","30118",2017-06-08,"Thu",5,2,3,"7th Place & Jackson Street",44.949433,-93.091207,15
"27066","30041",2017-06-08,"Thu",8,10,-2,"Franklin & Portland",44.962846,-93.267526,15
"27067","30038",2017-06-08,"Thu",4,1,3,"E Franklin Ave & Bloomington Ave S",44.96285,-93.252269,15
"27068","30058",2017-06-08,"Thu",8,8,0,"Elliot Hall",44.97685,-93.23818,15
"27069","30067",2017-06-08,"Thu",2,2,0,"Bryant Ave N & West Broadway",44.999341,-93.290941,15
"27070","30106",2017-06-08,"Thu",2,3,-1,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"27071","30105",2017-06-08,"Thu",3,1,2,"Lexington Pkwy & University Ave",44.955363,-93.146379,15
"27072","30033",2017-06-08,"Thu",3,2,1,"Franklin & 11th Ave",44.96251,-93.2583,15
"27073","30162",2017-06-08,"Thu",6,6,0,"Mississippi River Blvd & Summit Ave",44.940288,-93.197997,15
"27074","30082",2017-06-08,"Thu",3,4,-1,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"27075","30135",2017-06-08,"Thu",2,1,1,"7th Street W & Grand Ave",44.94144,-93.10624,15
"27076","30085",2017-06-08,"Thu",1,1,0,"Grand Ave & Fairview Ave",44.940513,-93.177093,15
"27077","30125",2017-06-08,"Thu",2,3,-1,"Cedar Street & Columbus Ave",44.95235098,-93.09954867,15
"27078","30124",2017-06-08,"Thu",6,9,-3,"Kellogg Blvd W & Smith Ave",44.945173,-93.103863,11
"27079","30071",2017-06-08,"Thu",1,2,-1,"7th Street N & Plymouth Ave N",44.991704,-93.293988,15
"27080","30155",2017-06-08,"Thu",3,7,-4,"University of St. Thomas",44.93992412,-93.19278225,15
"27081","30080",2017-06-08,"Thu",2,3,-1,"Midtown YWCA",44.94823,-93.24054,15
"27082","30178",2017-06-08,"Thu",3,3,0,"5th Street NE & 1st Ave NE",44.990328,-93.254295,15
"27083","30070",2017-06-08,"Thu",1,0,1,"West Broadway & Logan Ave N",45.002448,-93.305857,15
"27084","30107",2017-06-08,"Thu",3,1,2,"Dale Street N & University Ave",44.956066,-93.126088,15
"27085","30168",2017-06-08,"Thu",1,1,0,"Marshall Street NE & Lowry Ave",45.01312,-93.27166,15
"27086","30201",2017-06-08,"Thu",1,1,0,"Elwood Ave N & Oak Park Ave N",44.98716,-93.301944,15
"27087","30024",2017-06-07,"Wed",61,51,10,"Coffman Union",44.973378,-93.234762,35
"27088","30040",2017-06-07,"Wed",20,20,0,"11th Street & Marquette",44.97265,-93.27405,19
"27089","30093",2017-06-07,"Wed",15,23,-8,"West 15th Street & Willow",44.968237,-93.281991,23
"27090","30019",2017-06-07,"Wed",32,32,0,"Social Sciences",44.97063898,-93.24355245,27
"27091","30015",2017-06-07,"Wed",35,40,-5,"Washington & Cedar",44.97344,-93.24748,20
"27092","30057",2017-06-07,"Wed",47,50,-3,"McNamara Center",44.9743,-93.22854,19
"27093","30004",2017-06-07,"Wed",27,20,7,"11th Street & Hennepin",44.97534,-93.27869,23
"27094","30197",2017-06-07,"Wed",44,39,5,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"27095","30154",2017-06-07,"Wed",49,54,-5,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
"27096","30195",2017-06-07,"Wed",40,33,7,"Willey Hall",44.972404,-93.242891,23
"27097","30080",2017-06-07,"Wed",10,11,-1,"Midtown YWCA",44.94823,-93.24054,15
"27098","30189",2017-06-07,"Wed",22,18,4,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
"27099","30009",2017-06-07,"Wed",32,27,5,"4th Street & 13th Ave SE",44.98102,-93.23746,27
"27100","30013",2017-06-07,"Wed",22,20,2,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"27101","30011",2017-06-07,"Wed",41,29,12,"North 2nd Street & 4th Ave N",44.986087,-93.272459,19
"27102","30008",2017-06-07,"Wed",22,19,3,"Midtown Exchange",44.94859,-93.2602,19
"27103","30104",2017-06-07,"Wed",4,6,-2,"Logan Park",44.99882,-93.25276,23
"27104","30151",2017-06-07,"Wed",13,13,0,"Boom Island Park",44.99254,-93.270256,15
"27105","30045",2017-06-07,"Wed",10,12,-2,"Franklin & 28th Ave",44.962701,-93.230893,19
"27106","30006",2017-06-07,"Wed",36,18,18,"YWCA Downtown",44.972217,-93.276435,23
"27107","30090",2017-06-07,"Wed",22,14,8,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"27108","30168",2017-06-07,"Wed",1,2,-1,"Marshall Street NE & Lowry Ave",45.01312,-93.27166,15
"27109","30078",2017-06-07,"Wed",2,1,1,"Englewood Ave & N Asbury Street",44.964172,-93.165868,15
"27110","30114",2017-06-07,"Wed",1,1,0,"3rd Ave S & E 38th Street",44.93387867,-93.27260882,11
"27111","30012",2017-06-07,"Wed",15,9,6,"Mpls Convention Center",44.970041,-93.275861,19
"27112","30194",2017-06-07,"Wed",24,28,-4,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"27113","30017",2017-06-07,"Wed",17,15,2,"Lyndale Ave S & 22nd Street ",44.960744,-93.28815,19
"27114","30058",2017-06-07,"Wed",21,14,7,"Elliot Hall",44.97685,-93.23818,15
"27115","30000",2017-06-07,"Wed",41,45,-4,"100 Main Street SE",44.984892,-93.256551,27
"27116","30202",2017-06-07,"Wed",27,22,5,"Mill City Quarter",44.9805,-93.2618,23
"27117","30037",2017-06-07,"Wed",12,12,0,"Currie Park",44.969225,-93.251136,15
"27118","30025",2017-06-07,"Wed",24,29,-5,"Williamson Hall",44.977406,-93.234911,25
"27119","30115",2017-06-07,"Wed",49,49,0,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"27120","30143",2017-06-07,"Wed",15,16,-1,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"27121","30051",2017-06-07,"Wed",20,23,-3,"7th Street & 4th Ave S",44.97497,-93.266684,15
"27122","30026",2017-06-07,"Wed",18,15,3,"Mayo Memorial Building",44.97209,-93.23206,25
"27123","30181",2017-06-07,"Wed",14,10,4,"5th Ave N & 4th Street N",44.98446,-93.277234,23
"27124","30184",2017-06-07,"Wed",20,22,-2,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"27125","30087",2017-06-07,"Wed",16,17,-1,"Grant Street & Portland Ave",44.96954,-93.2669,15
"27126","30018",2017-06-07,"Wed",11,8,3,"MCAD",44.957214,-93.274981,17
"27127","30032",2017-06-07,"Wed",30,28,2,"4th Street & 17th Ave SE",44.97913,-93.23189,15
"27128","30110",2017-06-07,"Wed",28,21,7,"15th Ave SE & Como Ave SE",44.987517,-93.230469,19
"27129","30158",2017-06-07,"Wed",62,80,-18,"Lake Street & Knox Ave S",44.9485,-93.305209,41
"27130","30186",2017-06-07,"Wed",33,23,10,"S 5th Street & Nicollet Mall",44.97866518,-93.27050328,19
"27131","30162",2017-06-07,"Wed",8,8,0,"Mississippi River Blvd & Summit Ave",44.940288,-93.197997,15
"27132","30034",2017-06-07,"Wed",21,16,5,"Oak Street Ramp",44.97202,-93.22697,23
"27133","30046",2017-06-07,"Wed",18,20,-2,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"27134","30007",2017-06-07,"Wed",16,13,3,"9th Street & 4th Ave",44.97265,-93.26872,19
"27135","30193",2017-06-07,"Wed",10,10,0,"Mariucci Arena",44.977899,-93.226629,25
"27136","30179",2017-06-07,"Wed",27,28,-1,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"27137","30005",2017-06-07,"Wed",15,16,-1,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"27138","30081",2017-06-07,"Wed",4,5,-1,"East Lake Street & 36th Ave S",44.94826,-93.22106,15
"27139","30074",2017-06-07,"Wed",19,16,3,"27th Ave SE & University Ave",44.97259,-93.218919,15
"27140","30147",2017-06-07,"Wed",11,12,-1,"Lake Street & West River Parkway",44.948452,-93.206201,15
"27141","30183",2017-06-07,"Wed",38,41,-3,"Weisman Art Museum",44.973607,-93.237254,19
"27142","30029",2017-06-07,"Wed",63,62,1,"Hennepin County Government Center",44.976602,-93.266701,41
"27143","30021",2017-06-07,"Wed",7,13,-6,"2nd Ave N & Washington Ave N",44.98383,-93.27099,19
"27144","30042",2017-06-07,"Wed",40,32,8,"IDS Center",44.975641,-93.272185,23
"27145","30161",2017-06-07,"Wed",9,9,0,"27th Ave S & Minnehaha Ave",44.947329,-93.233092,15
"27146","30020",2017-06-07,"Wed",8,13,-5,"YWCA Uptown",44.95131,-93.29853,19
"27147","30133",2017-06-07,"Wed",1,3,-2,"Schmidt Brewery",44.92898,-93.124281,15
"27148","30171",2017-06-07,"Wed",12,13,-1,"SE 3rd Ave & University Ave SE",44.985465,-93.252102,15
"27149","30109",2017-06-07,"Wed",12,12,0,"Como Ave SE & 29th Ave SE",44.987934,-93.212892,19
"27150","30089",2017-06-07,"Wed",42,46,-4,"Lake Calhoun Center",44.94846717,-93.31729442,27
"27151","30121",2017-06-07,"Wed",7,5,2,"7th Street E & Wacouta Street",44.950766,-93.089245,15
"27152","30002",2017-06-07,"Wed",10,8,2,"Riverside Ave & 23rd Ave S",44.967115,-93.240149,15
"27153","30094",2017-06-07,"Wed",13,9,4,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"27154","30174",2017-06-07,"Wed",6,7,-1,"Hiawatha Ave & E 50th Street",44.91294254,-93.21014017,15
"27155","30191",2017-06-07,"Wed",2,4,-2,"University Ave SE & Bedford Street SE",44.96876,-93.21003,15
"27156","30039",2017-06-07,"Wed",18,20,-2,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"27157","30095",2017-06-07,"Wed",8,10,-2,"West 36th Street & Bryant Ave S",44.93775,-93.2912,15
"27158","30022",2017-06-07,"Wed",13,12,1,"26th Street & Lyndale",44.95548,-93.28775,15
"27159","30099",2017-06-07,"Wed",3,3,0,"Kowalski's Market",44.94010259,-93.15315127,15
"27160","30138",2017-06-07,"Wed",1,2,-1,"University Ave & Western Ave",44.95562,-93.11665,15
"27161","30091",2017-06-07,"Wed",25,26,-1,"Gateway Park",44.9825943,-93.2675139,19
"27162","30170",2017-06-07,"Wed",13,8,5,"Nicollet Island",44.985388,-93.26145,15
"27163","30052",2017-06-07,"Wed",17,20,-3,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"27164","30117",2017-06-07,"Wed",9,8,1,"10th Street E & Cedar Street",44.950189,-93.09759,15
"27165","30134",2017-06-07,"Wed",7,10,-3,"Upper Landing",44.940902,-93.098712,19
"27166","30044",2017-06-07,"Wed",10,9,1,"26th Street & Hennepin",44.9554734,-93.29714298,15
"27167","30166",2017-06-07,"Wed",19,18,1,"W 36th Street & W Calhoun Parkway",44.937817,-93.320212,19
"27168","30116",2017-06-07,"Wed",8,6,2,"Minnesota History Center",44.949053,-93.10673,15
"27169","30187",2017-06-07,"Wed",6,4,2,"Groveland Ave & Clifton Place",44.966145,-93.286294,19
"27170","30101",2017-06-07,"Wed",4,4,0,"N Milton Street & Summit Ave",44.941599,-93.138832,15
"27171","30103",2017-06-07,"Wed",7,5,2,"Hague Ave & Dale Street",44.945736,-93.12661,15
"27172","30060",2017-06-07,"Wed",16,20,-4,"Nicollet & Franklin",44.96342,-93.277939,23
"27173","30030",2017-06-07,"Wed",26,23,3,"South 2nd Street & 3rd Ave S",44.98092673,-93.26345444,23
"27174","30100",2017-06-07,"Wed",18,19,-1,"Lake Como Pavilion",44.981914,-93.143383,23
"27175","30088",2017-06-07,"Wed",39,40,-1,"6th Ave SE & University Ave",44.983281,-93.24812,27
"27176","30063",2017-06-07,"Wed",12,11,1,"Elliot Park",44.970553,-93.26079,15
"27177","30028",2017-06-07,"Wed",16,16,0,"Washington & Marquette",44.98087361,-93.26692522,19
"27178","30061",2017-06-07,"Wed",9,7,2,"W 31st Street & Hennepin Ave S",44.946687,-93.29736,19
"27179","30132",2017-06-07,"Wed",5,4,1,"Kellogg Blvd & Wabasha Street",44.943846,-93.09227,15
"27180","30092",2017-06-07,"Wed",8,12,-4,"2nd Street N & 8th Ave N",44.98961164,-93.27718735,19
"27181","30149",2017-06-07,"Wed",12,15,-3,"Minnehaha Park",44.916906,-93.213587,27
"27182","30047",2017-06-07,"Wed",24,27,-3,"University & Bank Street SE",44.98717,-93.25576,19
"27183","30106",2017-06-07,"Wed",4,4,0,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"27184","30082",2017-06-07,"Wed",2,2,0,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"27185","30198",2017-06-07,"Wed",10,12,-2,"Bohemian Flats",44.976223,-93.2416,15
"27186","30053",2017-06-07,"Wed",15,27,-12,"2nd Ave N & N 6th Street",44.980536,-93.275626,23
"27187","30059",2017-06-07,"Wed",2,2,0,"Glenwood Ave & N Morgan Ave",44.981147,-93.304427,15
"27188","30131",2017-06-07,"Wed",3,3,0,"Harriet Island",44.93768,-93.094532,19
"27189","30155",2017-06-07,"Wed",6,2,4,"University of St. Thomas",44.93992412,-93.19278225,15
"27190","30160",2017-06-07,"Wed",9,14,-5,"Dupont Ave S & W 29th Street",44.949699,-93.293129,15
"27191","30157",2017-06-07,"Wed",31,31,0,"Lake Harriet Bandshell",44.92936,-93.30713,25
"27192","30096",2017-06-07,"Wed",3,2,1,"University Ave NE & 12th Ave NE",44.999874,-93.262955,15
"27193","30105",2017-06-07,"Wed",3,1,2,"Lexington Pkwy & University Ave",44.955363,-93.146379,15
"27194","30148",2017-06-07,"Wed",5,7,-2,"46th Street Light Rail Station",44.920466,-93.21953,15
"27195","30152",2017-06-07,"Wed",8,5,3,"Broadway & Marshall Street NE",44.998613,-93.268633,15
"27196","30129",2017-06-07,"Wed",3,3,0,"Shepard Road & Sibley Street",44.94638658,-93.08343261,15
"27197","30192",2017-06-07,"Wed",5,11,-6,"Cooke Hall",44.976303,-93.230029,15
"27198","30041",2017-06-07,"Wed",9,6,3,"Franklin & Portland",44.962846,-93.267526,15
"27199","30083",2017-06-07,"Wed",1,2,-1,"Wilder Street & Marshall Ave",44.948147,-93.185819,15
"27200","30014",2017-06-07,"Wed",18,16,2,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"27201","30043",2017-06-07,"Wed",17,10,7,"Lake Street & Humboldt",44.94865,-93.30077,19
"27202","30178",2017-06-07,"Wed",6,5,1,"5th Street NE & 1st Ave NE",44.990328,-93.254295,15
"27203","30048",2017-06-07,"Wed",12,19,-7,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"27204","30124",2017-06-07,"Wed",7,7,0,"Kellogg Blvd W & Smith Ave",44.945173,-93.103863,11
"27205","30085",2017-06-07,"Wed",1,4,-3,"Grand Ave & Fairview Ave",44.940513,-93.177093,15
"27206","30188",2017-06-07,"Wed",16,11,5,"S 8th Street & 2nd Ave S",44.974795,-93.270649,19
"27207","30027",2017-06-07,"Wed",20,27,-7,"4th Street S & 19th Ave",44.97003,-93.24519,19
"27208","30108",2017-06-07,"Wed",3,2,1,"Elliot Ave S & E 24th Street",44.95937384,-93.26101631,15
"27209","30126",2017-06-07,"Wed",1,0,1,"5th Street E & Minnesota Street N",44.94683,-93.09231,19
"27210","30156",2017-06-07,"Wed",16,16,0,"Lake Nokomis",44.915957,-93.242761,23
"27211","30176",2017-06-07,"Wed",11,8,3,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"27212","30064",2017-06-07,"Wed",10,9,1,"28th Street & Nicollet Ave. S",44.9519,-93.27831,15
"27213","30182",2017-06-07,"Wed",17,19,-2,"Sanford Hall",44.980831,-93.240282,23
"27214","30141",2017-06-07,"Wed",8,8,0,"N Robert Street & E 10th Street",44.951132,-93.094545,19
"27215","30054",2017-06-07,"Wed",10,10,0,"Midtown Greenway & 5th Ave S",44.950371,-93.269278,15
"27216","30172",2017-06-07,"Wed",20,30,-10,"2nd Street SE & 5th Ave SE",44.983321,-93.249653,15
"27217","30196",2017-06-07,"Wed",7,7,0,"Civil Engineering",44.976096,-93.231958,23
"27218","30163",2017-06-07,"Wed",3,5,-2,"38th Street Light Rail Station",44.93434,-93.229338,15
"27219","30118",2017-06-07,"Wed",4,6,-2,"7th Place & Jackson Street",44.949433,-93.091207,15
"27220","30122",2017-06-07,"Wed",4,2,2,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"27221","30073",2017-06-07,"Wed",3,3,0,"West 34th Street  & Hennepin Ave S",44.941388,-93.298634,19
"27222","30144",2017-06-07,"Wed",16,22,-6,"N 4th Ave & W River Parkway",44.988461,-93.269087,15
"27223","30128",2017-06-07,"Wed",4,4,0,"Wells Fargo Place",44.94813,-93.09663,15
"27224","30065",2017-06-07,"Wed",6,11,-5,"N Washington Ave & 9th Ave N",44.98987911,-93.27978373,15
"27225","30050",2017-06-07,"Wed",18,15,3,"2nd Ave S & S 3rd Street",44.97974,-93.26599,27
"27226","30023",2017-06-07,"Wed",5,4,1,"Chicago & 27th Street",44.95355,-93.26259,15
"27227","30075",2017-06-07,"Wed",4,3,1,"Curfew Street & Ellis Ave.",44.96616,-93.20525,15
"27228","30130",2017-06-07,"Wed",8,9,-1,"Wabasha Street S & E Fillmore Ave",44.94065697,-93.09000671,17
"27229","30113",2017-06-07,"Wed",4,5,-1,"U of M St. Paul Student Center",44.984527,-93.185029,15
"27230","30035",2017-06-07,"Wed",7,10,-3,"Loring Park",44.9715,-93.284927,15
"27231","30016",2017-06-07,"Wed",6,3,3,"Walker Art Center",44.96710368,-93.2890749,23
"27232","30203",2017-06-07,"Wed",7,5,2,"W 50th Street & W Minnehaha Pkwy",44.912125,-93.298552,23
"27233","30102",2017-06-07,"Wed",12,11,1,"Como Park Conservatory",44.98025511,-93.15167874,19
"27234","30062",2017-06-07,"Wed",5,5,0,"Minneapolis Farmers Market",44.98052,-93.28542,15
"27235","30127",2017-06-07,"Wed",6,8,-2,"Landmark Plaza",44.945267,-93.096114,15
"27236","30125",2017-06-07,"Wed",2,3,-1,"Cedar Street & Columbus Ave",44.95235098,-93.09954867,15
"27237","30001",2017-06-07,"Wed",13,13,0,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"27238","30056",2017-06-07,"Wed",6,7,-1,"Target Field Station",44.98412539,-93.27903807,19
"27239","30031",2017-06-07,"Wed",16,16,0,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"27240","30164",2017-06-07,"Wed",1,1,0,"Cleveland Ave S & Highland Parkway",44.919593,-93.187264,15
"27241","30180",2017-06-07,"Wed",6,12,-6,"3rd Street N & 8th Ave N",44.987996,-93.279854,19
"27242","30123",2017-06-07,"Wed",5,2,3,"Minnesota Dept. of Transportation",44.95385,-93.10445,15
"27243","30150",2017-06-07,"Wed",2,3,-1,"Fort Snelling Visitor Center",44.894044,-93.187381,19
"27244","30145",2017-06-07,"Wed",5,5,0,"Minneapolis Park & Recreation Board",45.00095,-93.277037,15
"27245","30079",2017-06-07,"Wed",2,2,0,"Sherburne Ave & Snelling Ave N",44.956624,-93.16734,15
"27246","30120",2017-06-07,"Wed",8,7,1,"Kellogg Blvd E & Jackson Street",44.946191,-93.088802,15
"27247","30175",2017-06-07,"Wed",3,5,-2,"18th Ave Trail & 2nd Street NE",45.006321,-93.266553,15
"27248","30112",2017-06-07,"Wed",7,7,0,"Central Ave NE & 22nd Ave NE",45.00994,-93.247114,15
"27249","30140",2017-06-07,"Wed",1,1,0,"Rice Street & University Ave W",44.95562146,-93.10574323,15
"27250","30038",2017-06-07,"Wed",2,2,0,"E Franklin Ave & Bloomington Ave S",44.96285,-93.252269,15
"27251","30003",2017-06-07,"Wed",2,1,1,"Plymouth Ave N &  N Oliver Ave",44.991412,-93.306269,15
"27252","30135",2017-06-07,"Wed",7,5,2,"7th Street W & Grand Ave",44.94144,-93.10624,15
"27253","30167",2017-06-07,"Wed",4,6,-2,"E 38th Street & 42nd Ave S",44.9342,-93.2125,15
"27254","30049",2017-06-07,"Wed",5,5,0,"Nicollet Ave & W 37th Street",44.93531794,-93.27807784,15
"27255","30033",2017-06-07,"Wed",6,9,-3,"Franklin & 11th Ave",44.96251,-93.2583,15
"27256","30098",2017-06-07,"Wed",4,5,-1,"Marshall Street NE & 8th Ave NE",44.995348,-93.266854,15
"27257","30107",2017-06-07,"Wed",2,0,2,"Dale Street N & University Ave",44.956066,-93.126088,15
"27258","30139",2017-06-07,"Wed",2,1,1,"E 14th Street & N Robert Street ",44.954697,-93.097817,15
"27259","30159",2017-06-07,"Wed",3,3,0,"Fort Snelling State Park",44.890527,-93.18237,19
"27260","30190",2017-06-07,"Wed",10,8,2,"7th Street SE & 10th Ave SE",44.985576,-93.238743,15
"27261","30177",2017-06-07,"Wed",1,1,0,"3rd Street NE & Lowry Ave NE",45.01304,-93.264573,15
"27262","30069",2017-06-07,"Wed",3,2,1,"Farview Park",45.005994,-93.287559,15
"27263","30070",2017-06-07,"Wed",1,1,0,"West Broadway & Logan Ave N",45.002448,-93.305857,15
"27264","30185",2017-06-07,"Wed",4,2,2,"5th Street NE & 3rd Ave NE",44.991821,-93.255558,15
"27265","30173",2017-06-07,"Wed",3,2,1,"22nd Ave NE & California Street NE",45.010119,-93.268598,15
"27266","30077",2017-06-07,"Wed",1,1,0,"Fairview Ave & University Ave",44.95665,-93.17706,15
"27267","30165",2017-06-07,"Wed",2,4,-2,"Upton Ave S & Sheridan Ave S",44.92515,-93.314597,15
"27268","30137",2017-06-07,"Wed",6,4,2,"Selby Ave & Virginia Street",44.9467,-93.1151,19
"27269","30119",2017-06-07,"Wed",1,4,-3,"Union Depot",44.948399,-93.086584,23
"27270","30010",2017-06-07,"Wed",5,5,0,"Hennepin & Laurel Ave",44.97391,-93.28305,15
"27271","30055",2017-06-07,"Wed",1,5,-4,"Malcolm Ave SE & 5th Street SE",44.97337143,-93.21126401,24
"27272","30201",2017-06-07,"Wed",1,0,1,"Elwood Ave N & Oak Park Ave N",44.98716,-93.301944,15
"27273","30042",2017-06-06,"Tue",32,35,-3,"IDS Center",44.975641,-93.272185,23
"27274","30096",2017-06-06,"Tue",4,7,-3,"University Ave NE & 12th Ave NE",44.999874,-93.262955,15
"27275","30000",2017-06-06,"Tue",35,46,-11,"100 Main Street SE",44.984892,-93.256551,27
"27276","30050",2017-06-06,"Tue",13,14,-1,"2nd Ave S & S 3rd Street",44.97974,-93.26599,27
"27277","30052",2017-06-06,"Tue",24,20,4,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"27278","30092",2017-06-06,"Tue",10,18,-8,"2nd Street N & 8th Ave N",44.98961164,-93.27718735,19
"27279","30007",2017-06-06,"Tue",18,17,1,"9th Street & 4th Ave",44.97265,-93.26872,19
"27280","30027",2017-06-06,"Tue",43,42,1,"4th Street S & 19th Ave",44.97003,-93.24519,19
"27281","30184",2017-06-06,"Tue",32,23,9,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"27282","30195",2017-06-06,"Tue",30,24,6,"Willey Hall",44.972404,-93.242891,23
"27283","30194",2017-06-06,"Tue",18,17,1,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"27284","30202",2017-06-06,"Tue",33,23,10,"Mill City Quarter",44.9805,-93.2618,23
"27285","30015",2017-06-06,"Tue",29,30,-1,"Washington & Cedar",44.97344,-93.24748,20
"27286","30115",2017-06-06,"Tue",53,46,7,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"27287","30197",2017-06-06,"Tue",38,37,1,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"27288","30024",2017-06-06,"Tue",43,39,4,"Coffman Union",44.973378,-93.234762,35
"27289","30051",2017-06-06,"Tue",23,19,4,"7th Street & 4th Ave S",44.97497,-93.266684,15
"27290","30172",2017-06-06,"Tue",28,22,6,"2nd Street SE & 5th Ave SE",44.983321,-93.249653,15
"27291","30098",2017-06-06,"Tue",11,12,-1,"Marshall Street NE & 8th Ave NE",44.995348,-93.266854,15
"27292","30170",2017-06-06,"Tue",13,13,0,"Nicollet Island",44.985388,-93.26145,15
"27293","30088",2017-06-06,"Tue",47,62,-15,"6th Ave SE & University Ave",44.983281,-93.24812,27
"27294","30119",2017-06-06,"Tue",4,5,-1,"Union Depot",44.948399,-93.086584,23
"27295","30169",2017-06-06,"Tue",7,7,0,"Marshall Street NE & 18th Ave NE",45.006229,-93.271571,15
"27296","30122",2017-06-06,"Tue",9,9,0,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"27297","30189",2017-06-06,"Tue",13,16,-3,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
"27298","30057",2017-06-06,"Tue",49,49,0,"McNamara Center",44.9743,-93.22854,19
"27299","30002",2017-06-06,"Tue",15,12,3,"Riverside Ave & 23rd Ave S",44.967115,-93.240149,15
"27300","30182",2017-06-06,"Tue",37,33,4,"Sanford Hall",44.980831,-93.240282,23
"27301","30014",2017-06-06,"Tue",13,12,1,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"27302","30026",2017-06-06,"Tue",14,17,-3,"Mayo Memorial Building",44.97209,-93.23206,25
"27303","30143",2017-06-06,"Tue",20,19,1,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"27304","30183",2017-06-06,"Tue",46,38,8,"Weisman Art Museum",44.973607,-93.237254,19
"27305","30056",2017-06-06,"Tue",5,2,3,"Target Field Station",44.98412539,-93.27903807,19
"27306","30152",2017-06-06,"Tue",16,20,-4,"Broadway & Marshall Street NE",44.998613,-93.268633,15
"27307","30013",2017-06-06,"Tue",19,17,2,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"27308","30055",2017-06-06,"Tue",5,3,2,"Malcolm Ave SE & 5th Street SE",44.97337143,-93.21126401,24
"27309","30032",2017-06-06,"Tue",18,22,-4,"4th Street & 17th Ave SE",44.97913,-93.23189,15
"27310","30154",2017-06-06,"Tue",54,50,4,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
